"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.839767953590718,0.851370274054811,753.070525407791
150,0.832566513302661,0.85497099419884,752.581232070923
200,0.8454,0.8524,750.37491607666
250,0.848339335734294,0.849139655862345,741.183958530426
300,0.8388,0.8492,742.840819597244
