"seq","time.1","time.2","time.3","time.4","time.5","time.6"
"plus.r",1.88541666666667,1.59375,2.56060606060606,2,2.24242424242424,1.45454545454545
"plus.nr.plus",1.88541666666667,1.59375,5.92857142857143,4.71428571428571,3,2.64285714285714
"plus.nr.minus",1.88541666666667,1.59375,3.25,3.125,3.4375,3.4375
"minus.r",1.88541666666667,2.30208333333333,0.888888888888889,0.682539682539683,0.746031746031746,0.507936507936508
"minus.nr.plus",1.88541666666667,2.30208333333333,4.85714285714286,7.71428571428571,7.35714285714286,5.71428571428571
"minus.nr.minus",1.88541666666667,2.30208333333333,3.63157894736842,5.36842105263158,4.52631578947368,3.57894736842105
