"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.563112622524505,0.53630726145229,756.169922828674
150,0.565313062612522,0.54750950190038,744.696288585663
200,0.5582,0.5286,743.48202586174
250,0.551020408163265,0.529611844737895,746.87890958786
300,0.5568,0.5306,753.88528418541
