"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00191651985774239,150.498155355453
0.05,-0.00110129508067146,0.0356896676482245,151.293965578079
0.1,-0.00120764339845803,0.0722828923485042,151.229667425156
0.15,-0.00101298494380446,0.110384455689133,148.603545665741
0.2,-0.000257882657301495,0.149829846057543,150.329774618149
0.25,0.000219341752860264,0.190809509294912,149.492419719696
0.3,0.00110810369073132,0.233308663031614,150.935937643051
0.35,0.00304664869211727,0.277303522244335,151.285399198532
0.4,0.0063136693479568,0.322778116725893,150.837457180023
0.45,0.011636634097364,0.36983798421284,148.318979978561
0.5,0.020079679533461,0.418589853854049,150.145073890686
0.55,0.0328659559634927,0.468742017453217,149.835181474686
0.6,0.0515459781718731,0.520576997008515,150.208834648132
