"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00174853491089608,149.873805046082
0.05,0.0323865922957551,0.0360135714256239,151.298832893372
0.1,0.0673951741351588,0.0724042647276962,149.851273775101
0.15,0.10383257254121,0.110456352628044,150.252069234848
0.2,0.141861031895056,0.149901675813111,150.413293123245
0.25,0.181544381764568,0.190952966429814,148.455353498459
0.3,0.222900787002857,0.233429400055843,150.895674705505
0.35,0.266008134198914,0.277399505781721,148.918044090271
0.4,0.31084462131056,0.323084733982492,148.256768941879
0.45,0.357493223476199,0.370085222541033,149.36140704155
0.5,0.405862802348458,0.418764743585051,148.670662879944
0.55,0.45609213205507,0.469127293217232,148.267525911331
0.6,0.508213704335578,0.521126105812929,150.059372425079
