"N","rho","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.2,0.0676947726817545,0.106148608051272,283.79691696167
150,0.2,0.0822164432886577,0.107621524304861,342.291379928589
200,0.2,0.0892892892892893,0.124724724724725,404.402118206024
250,0.2,0.1066,0.1182,462.909356355667
300,0.2,0.113222644528906,0.133426685337067,518.706489562988
350,0.2,0.131557869443332,0.150180216259511,579.389776468277
400,0.2,0.1404,0.164,631.53161072731
450,0.2,0.144857943177271,0.167466986794718,688.307201385498
500,0.2,0.1522,0.1726,746.523720264435
550,0.2,0.174034806961392,0.188437687537508,798.573560476303
100,0.4,0.0711280304548187,0.102183931075937,282.535980463028
150,0.4,0.0840336134453782,0.100440176070428,335.006696224213
200,0.4,0.0880528316990194,0.108665199119472,397.749147891998
250,0.4,0.105421084216843,0.104820964192839,461.21315741539
300,0.4,0.115846338535414,0.118647458983593,512.793318033218
350,0.4,0.136991788503905,0.132585619867815,572.969364404678
400,0.4,0.141,0.147,624.014976739883
450,0.4,0.14405762304922,0.143257302921168,680.43495965004
500,0.4,0.1532,0.1458,740.334710836411
550,0.4,0.172503502101261,0.165299179507705,801.382415771484
100,0.6,0.0766613290632506,0.0994795836669335,282.676402568817
150,0.6,0.0876876876876877,0.0936936936936937,338.416648864746
200,0.6,0.0958575145087052,0.107464478687212,398.483458280563
250,0.6,0.102,0.1,454.874637126923
300,0.6,0.1166,0.115,514.893418550491
350,0.6,0.136882129277567,0.126876125675405,573.215766906738
400,0.6,0.141656662665066,0.140856342537015,626.706489801407
450,0.6,0.149629925985197,0.138627725545109,682.957684755325
500,0.6,0.1584,0.142,748.924911499023
550,0.6,0.1774,0.155,805.563001155853
