"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00186917579081736,149.984847068787
0.05,-0.00110129508067146,0.0356896676482245,148.394597530365
0.1,-0.00120764339845803,0.0722828923485042,151.540293455124
0.15,-0.00101298494380446,0.110384455689133,151.729681968689
0.2,-0.000257882657301495,0.149829846057543,148.407699346542
0.25,0.000219341752860264,0.190809509294912,150.086636304855
0.3,0.00110810369073132,0.233308663031614,150.595862627029
0.35,0.00304664869211727,0.277303522244335,151.387850284576
0.4,0.0063800379449011,0.322778116725893,150.729503631592
0.45,0.0117591033968394,0.36983798421284,150.524813652039
0.5,0.0203071884286895,0.418589853854049,149.171859264374
0.55,0.0331657636562892,0.468742017453217,147.378525733948
0.6,0.0519871405607481,0.520576997008515,151.425073385239
