"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.285257051410282,0.25125025005001,756.601863384247
150,0.285657131426285,0.261052210442088,757.275936841965
200,0.274,0.2508,754.180154561996
250,0.28031212484994,0.25250100040016,753.961786746979
300,0.277,0.2604,755.15105676651
