"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.763352670534107,0.765753150630126,749.795490503311
150,0.760152030406081,0.778555711142228,749.669493198395
200,0.7702,0.7706,752.075516700745
250,0.771508603441377,0.768507402961184,753.939165115356
300,0.769,0.7694,748.02513718605
