"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00191651985774239,148.79381608963
0.05,-0.00110129508067146,0.0356896676482245,150.813967227936
0.1,-0.00120764339845803,0.0722828923485042,151.88475227356
0.15,-0.00101298494380446,0.110384455689133,150.762061595917
0.2,-0.000257882657301495,0.149829846057543,150.670429468155
0.25,0.000219341752860264,0.190809509294912,150.449319601059
0.3,0.00110810369073132,0.233308663031614,151.94678235054
0.35,0.00304664869211727,0.277303522244335,150.208329439163
0.4,0.0063136693479568,0.322778116725893,151.74494767189
0.45,0.011636634097364,0.36983798421284,151.669476985931
0.5,0.020079679533461,0.418589853854049,150.60062122345
0.55,0.0328659559634927,0.468742017453217,149.548019647598
0.6,0.0515459781718731,0.520576997008515,151.828978300095
