"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.924784956991398,0.944588917783557,748.672563314438
150,0.921384276855371,0.94878975795159,753.252907514572
200,0.9276,0.9466,746.183865785599
250,0.931772709083633,0.944977991196479,754.119173288345
300,0.9328,0.9414,756.440320014954
