"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.669933986797359,0.664932986597319,750.441494464874
150,0.670334066813363,0.675735147029406,749.065425872803
200,0.6822,0.6602,754.001770734787
250,0.675870348139256,0.660664265706283,741.443027019501
300,0.6724,0.6634,747.026504039764
