"N","rho","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.2,0.251651651651652,0.454654654654655,281.091869831085
150,0.2,0.365473094618924,0.597119423884777,331.803440332413
200,0.2,0.497098258955373,0.732439463678207,397.259185314178
250,0.2,0.598,0.8152,452.79455780983
300,0.2,0.678671468587435,0.87515006002401,512.765750169754
350,0.2,0.764458675205123,0.914148489093456,571.518146753311
400,0.2,0.8282,0.9544,623.476490259171
450,0.2,0.852,0.9674,685.304546833038
500,0.2,0.8948,0.9778,739.821670770645
550,0.2,0.922368947579032,0.983993597438976,804.218001365662
100,0.4,0.252652652652653,0.380980980980981,284.365458250046
150,0.4,0.363945578231293,0.499199679871949,336.761019945145
200,0.4,0.499299579747849,0.634980988593156,396.240141630173
250,0.4,0.5942,0.7214,455.485316991806
300,0.4,0.6766,0.794,512.765574932098
350,0.4,0.75995199039808,0.846569313862773,573.065267562866
400,0.4,0.8272,0.907,625.866442680359
450,0.4,0.8568,0.928,686.381922006607
500,0.4,0.8952,0.9498,736.400920629501
550,0.4,0.921384276855371,0.963392678535707,803.15370798111
100,0.6,0.252802241793435,0.313851080864692,283.35308265686
150,0.6,0.364218531118671,0.417450470282169,334.435251235962
200,0.6,0.498799519807923,0.551820728291317,392.619415998459
250,0.6,0.589917983596719,0.629325865173035,458.948252677917
300,0.6,0.68493698739748,0.711942388477696,513.648418426514
350,0.6,0.758655193115869,0.773864318591155,566.432167768478
400,0.6,0.825565113022604,0.843168633726745,622.284850120544
450,0.6,0.85734293717487,0.870148059223689,683.363684415817
500,0.6,0.8948,0.9014,746.575761556625
550,0.6,0.923,0.9246,803.107346773148
