"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00182682897950247,153.166900157928
0.05,-0.00110129508067146,0.0359669509757478,151.796154260635
0.1,-0.00120764339845803,0.0722828923485042,149.868069171906
0.15,-0.00101298494380446,0.110384455689133,150.978303194046
0.2,-0.000257882657301495,0.149829846057543,149.649656295776
0.25,0.000219341752860264,0.190809509294912,149.514986991882
0.3,0.00110810369073132,0.233308663031614,149.717228651047
0.35,0.00304664869211727,0.277303522244335,150.449141263962
0.4,0.00638568158686011,0.322778116725893,150.143784761429
0.45,0.0119795245316748,0.36983798421284,150.882345199585
0.5,0.0208643490971299,0.418589853854049,150.522263526917
0.55,0.0341817741482646,0.468742017453217,149.160039663315
0.6,0.0535593158994901,0.520576997008515,151.596268177032
