"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00191086367661383,149.023646354675
0.05,0.0303233104377381,0.0360135714256239,149.789232969284
0.1,0.06306121677142,0.0724042647276962,148.869212865829
0.15,0.0976127507526598,0.110456352628044,149.837231397629
0.2,0.13395102419679,0.149901675813111,148.18080496788
0.25,0.172167912497389,0.190952966429814,151.874204397202
0.3,0.212224552677669,0.233429400055843,147.812174797058
0.35,0.254249308738004,0.277399505781721,151.315896511078
0.4,0.298266151456621,0.323084733982492,147.730935096741
0.45,0.344236835283774,0.370085222541033,149.361242294312
0.5,0.392367238429401,0.418764743585051,151.18248963356
0.55,0.442484478517255,0.469127293217232,149.69785451889
0.6,0.494865975336832,0.521126105812929,150.954382419586
