"N","rho","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.2,0.069511217948718,0.107572115384615,285.415300130844
150,0.2,0.0798319327731092,0.11124449779912,336.910744428635
200,0.2,0.0864691753402722,0.130704563650921,401.618850469589
250,0.2,0.105,0.127,458.91029381752
300,0.2,0.114268561136682,0.14208525115069,516.952939510345
350,0.2,0.133106485188151,0.165132105684548,571.439682483673
400,0.2,0.1376,0.181,632.180163621902
450,0.2,0.144428885777155,0.179435887177435,687.067409515381
500,0.2,0.1506,0.1924,757.848856210709
550,0.2,0.171268507402961,0.208483393357343,804.131904602051
100,0.4,0.0698698698698699,0.102502502502503,286.064364671707
150,0.4,0.0818491094656794,0.100060036021613,341.044994115829
200,0.4,0.0892535521312788,0.115069041424855,399.241044521332
250,0.4,0.1062,0.1118,462.898960828781
300,0.4,0.1128,0.1254,515.597823143005
350,0.4,0.131357629154986,0.140568682418903,577.837699651718
400,0.4,0.1378,0.1542,627.268288850784
450,0.4,0.1398,0.1566,691.595501422882
500,0.4,0.1524,0.1634,744.391517162323
550,0.4,0.174234846969394,0.18003600720144,798.294948101044
100,0.6,0.0728582866293034,0.0924739791833467,281.699237108231
150,0.6,0.0754603682946357,0.0950760608486789,343.274614572525
200,0.6,0.0886354541816727,0.104641856742697,398.287242889404
250,0.6,0.104420884176835,0.099619923984797,457.699684143066
300,0.6,0.110866519911947,0.109865919551731,510.860818147659
350,0.6,0.125925925925926,0.125125125125125,568.811106204987
400,0.6,0.138027605521104,0.140828165633127,622.530277729034
450,0.6,0.137254901960784,0.146058423369348,689.194897174835
500,0.6,0.151430286057211,0.143028605721144,750.250900268555
550,0.6,0.174634926985397,0.157231446289258,796.894931316376
