"seq","time.1","time.2","time.3","time.4","time.5","time.6"
"plus.r",0.4,0.4,0.4,0.4,0.4,0.4
"plus.nr.plus",0.4,0.4,0.4,0.4,0.4,0.4
"plus.nr.minus",0.4,0.4,0.4,0.4,0.4,0.4
"minus.r",0.4,0.4,0.4,0.4,0.4,0.4
"minus.nr.plus",0.4,0.4,0.4,0.4,0.4,0.4
"minus.nr.minus",0.4,0.4,0.4,0.4,0.4,0.4
