"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00182421062227712,149.569520235062
0.05,-0.00110129508067146,0.0356896676482245,152.578141212463
0.1,-0.00120764339845803,0.0722828923485042,148.534543514252
0.15,-0.00101298494380446,0.110384455689133,149.907969713211
0.2,-0.000257882657301495,0.149829846057543,151.745535850525
0.25,0.000219341752860264,0.190809509294912,151.2505402565
0.3,0.00110810369073132,0.233308663031614,149.657812595367
0.35,0.00304664869211727,0.277303522244335,150.739224672318
0.4,0.00638568158686011,0.322778116725893,149.544328689575
0.45,0.0119697860742553,0.36983798421284,148.60714006424
0.5,0.0206822148025569,0.418589853854049,149.879526853561
0.55,0.0337369553284365,0.468742017453217,151.827505588531
0.6,0.0528890598023833,0.520576997008515,151.521848917007
