"eta","power.diff.eos.means","power.diff.AUC","elapsed.secs"
0,0.2724,0.2488,750.628525018692
0.05,0.274054810962192,0.25245049009802,741.75979757309
0.1,0.27625525105021,0.250650130026005,744.44809794426
0.15,0.2732,0.2534,744.767142772675
0.2,0.2742,0.2558,749.897656440735
0.25,0.276455291058212,0.254850970194039,745.482042551041
0.3,0.277,0.2604,749.764987945557
0.35,0.2772,0.2606,743.862778186798
0.4,0.284256851370274,0.257051410282056,747.060116291046
0.45,0.2808,0.2584,746.135029554367
