"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00186917579081736,150.571786880493
0.05,0.0310848615509267,0.0360135714256239,148.868087530136
0.1,0.0646027524227579,0.0724042647276962,149.688356876373
0.15,0.0998648421912122,0.110456352628044,150.088197946548
0.2,0.136791864897828,0.149901675813111,149.48477101326
0.25,0.175577985326282,0.190952966429814,149.540395021439
0.3,0.216095892955082,0.233429400055843,148.851476192474
0.35,0.258518030187995,0.277399505781721,149.855110406876
0.4,0.302837524143951,0.323084733982492,149.75471997261
0.45,0.349033048935075,0.370085222541033,151.622644424438
0.5,0.397303970535555,0.418764743585051,150.84081196785
0.55,0.447464114589841,0.469127293217232,150.6598072052
0.6,0.499809482781858,0.521126105812929,150.198038339615
