"seq","time.1","time.2","time.3","time.4","time.5","time.6"
"plus.r",0.2,0.2,0.2,0.2,0.2,0.2
"plus.nr.plus",0.2,0.2,0.2,0.2,0.2,0.2
"plus.nr.minus",0.2,0.2,0.2,0.2,0.2,0.2
"minus.r",0.2,0.2,0.2,0.2,0.2,0.2
"minus.nr.plus",0.2,0.2,0.2,0.2,0.2,0.2
"minus.nr.minus",0.2,0.2,0.2,0.2,0.2,0.2
