"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00195486768558012,148.866649389267
0.05,0.0300833903444978,0.0360135714256239,148.195127725601
0.1,0.06261254047952,0.0724042647276962,148.626341104507
0.15,0.0969506379182422,0.110456352628044,148.895337820053
0.2,0.133171053197849,0.149901675813111,151.360373497009
0.25,0.171193245666462,0.190952966429814,147.595229387283
0.3,0.211080892842969,0.233429400055843,148.858185529709
0.35,0.25302435271739,0.277399505781721,150.087385416031
0.4,0.296925890840394,0.323084733982492,149.833787679672
0.45,0.342889606172604,0.370085222541033,150.442415237427
0.5,0.390902625331834,0.418764743585051,149.470973968506
0.55,0.441096357834726,0.469127293217232,150.033746957779
0.6,0.49345314704554,0.521126105812929,148.856010437012
