"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00179985664089664,150.528344869614
0.05,-0.00110129508067146,0.0356896676482245,152.073398828506
0.1,-0.00120764339845803,0.0722828923485042,149.578602313995
0.15,-0.00101298494380446,0.110384455689133,148.628268241882
0.2,-0.000257882657301495,0.149829846057543,150.231633663177
0.25,0.000219341752860264,0.190809509294912,150.193746328354
0.3,0.00110810369073132,0.233308663031614,149.167764186859
0.35,0.00304664869211727,0.277303522244335,147.468173027039
0.4,0.00638568158686011,0.322778116725893,150.989019393921
0.45,0.0119025639661317,0.36983798421284,150.466130018234
0.5,0.0205322103768372,0.418589853854049,150.587967634201
0.55,0.0335309238034493,0.468742017453217,149.535719156265
0.6,0.0525609797559819,0.520576997008515,148.815348386765
