"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.163032606521304,0.140828165633127,758.794686079025
150,0.167667066826731,0.144457783113245,749.998507499695
200,0.1588,0.1474,748.015841722488
250,0.162064825930372,0.139655862344938,748.050993442535
300,0.151430286057211,0.143028605721144,744.739518404007
