"eta","power.diff.eos.means","power.diff.AUC","elapsed.secs"
0,0.764,0.7668,744.312568187714
0.05,0.76495299059812,0.765153030606121,745.969439506531
0.1,0.766153230646129,0.765153030606121,743.257080078125
0.15,0.7668,0.7668,743.59397315979
0.2,0.766,0.7686,741.14473772049
0.25,0.766353270654131,0.770554110822164,743.782881259918
0.3,0.769,0.7694,743.546531915665
0.35,0.7718,0.7718,745.866847276688
0.4,0.7749549909982,0.775755151030206,744.503265619278
0.45,0.7734,0.773,748.852429866791
