"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00186397239274625,147.882368326187
0.05,0.0313716963480551,0.0360135714256239,151.12920331955
0.1,0.0652336205305814,0.0724042647276962,150.599769592285
0.15,0.100772565262021,0.110456352628044,150.751512765884
0.2,0.137904039782223,0.149901675813111,151.076635599136
0.25,0.176857364615914,0.190952966429814,147.692426919937
0.3,0.217539175943084,0.233429400055843,149.101898908615
0.35,0.260201966529178,0.277399505781721,150.815778017044
0.4,0.304533794944727,0.323084733982492,147.061144590378
0.45,0.350874592187134,0.370085222541033,151.108031988144
0.5,0.39914874682434,0.418764743585051,149.139899492264
0.55,0.449413231024004,0.469127293217232,148.099993944168
0.6,0.501618631528671,0.521126105812929,150.143681764603
