"N","rho","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.2,0.128128128128128,0.218418418418418,283.097123384476
150,0.2,0.183236647329466,0.261652330466093,339.801602125168
200,0.2,0.243043043043043,0.346746746746747,399.833114862442
250,0.2,0.3002,0.3798,452.221816539764
300,0.2,0.355,0.4406,501.827665567398
350,0.2,0.421621621621622,0.500500500500501,571.110430240631
400,0.2,0.4666,0.5626,617.534351348877
450,0.2,0.505301060212042,0.585917183436687,678.515959978104
500,0.2,0.5518,0.6518,736.001194953918
550,0.2,0.6052,0.684,797.773847103119
100,0.4,0.134642356241234,0.189140452815067,282.328506708145
150,0.4,0.186274509803922,0.218887555022009,336.159595251083
200,0.4,0.24874924954973,0.294976986191715,393.535408258438
250,0.4,0.3014,0.3134,451.912385702133
300,0.4,0.353070614122825,0.375275055011002,510.470551729202
350,0.4,0.422053231939163,0.421652991795077,572.46641087532
400,0.4,0.4688,0.485,619.752318143845
450,0.4,0.507701540308062,0.504300860172034,679.969034433365
500,0.4,0.5532,0.5668,727.588179111481
550,0.4,0.607643057222889,0.597038815526211,793.564106941223
100,0.6,0.140084050430258,0.174504702821693,282.504559516907
150,0.6,0.190114068441065,0.206924154492696,335.954731464386
200,0.6,0.256702681072429,0.277310924369748,398.857501745224
250,0.6,0.3034,0.2918,458.29248046875
300,0.6,0.3634,0.348,512.2077729702
350,0.6,0.435948759007206,0.400520416333066,576.141841650009
400,0.6,0.478991596638655,0.454781912765106,624.667626142502
450,0.6,0.522104420884177,0.475895179035807,683.139873027802
500,0.6,0.567313462692538,0.532906581316263,736.161112308502
550,0.6,0.6136,0.5648,797.708245038986
