seq,time.1,time.2,time.3,time.4,time.5,time.6
plus.r,1.885416667,1.275,2.048484849,1.6,1.793939394,0.581818182
plus.nr.plus,1.885416667,1.275,4.742857143,3.771428571,2.4,2.642857143
plus.nr.minus,1.885416667,1.275,2.6,2.5,2.75,3.4375
minus.r,1.885416667,4.604166668,3.2,2.73015873,2.984126984,2.53968254
minus.nr.plus,1.885416667,4.604166668,7.931519999,14.36708571,14.12571429,13.71428571
minus.nr.minus,1.885416667,4.604166668,7.844210525,12.88421053,10.8631579,10.73684211
