seq,time.1,time.2,time.3,time.4,time.5,time.6
plus.r,0.5,2.34,2.4,3.6,3.54,2.34
plus.nr.plus,0.5,2.34,2.4,3.6,3.54,2.34
plus.nr.minus,0.5,2.34,2.4,3.6,3.54,2.34
minus.r,0.5,2.34,2.4,3.6,3.54,2.34
minus.nr.plus,0.5,2.34,2.4,3.6,3.54,2.34
minus.nr.minus,0.5,2.34,2.4,3.6,3.54,2.34
