seq,time.1,time.2,time.3,time.4,time.5,time.6
plus.r,0.5,1.95,3.4,5.1,5.015,3.315
plus.nr.plus,0.5,1.95,3.4,5.1,5.015,3.315
plus.nr.minus,0.5,1.95,3.4,5.1,5.015,3.315
minus.r,0.5,1.95,2,3,2.95,1.95
minus.nr.plus,0.5,1.95,2,3,2.95,1.95
minus.nr.minus,0.5,1.95,2,3,2.95,1.95
