"N","rho","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.2,0.188713227936762,0.338803281969182,281.915161132812
150,0.2,0.272854570914183,0.448089617923585,333.701754808426
200,0.2,0.382629577746648,0.569741845107064,396.672903299332
250,0.2,0.4574,0.6442,456.817618846893
300,0.2,0.5328131252501,0.716486594637855,507.70636677742
350,0.2,0.613368020812488,0.774664798879328,573.527350187302
400,0.2,0.6782,0.8428,621.218105792999
450,0.2,0.7154,0.873,679.002921104431
500,0.2,0.7654,0.9078,739.462845563889
550,0.2,0.814125650260104,0.927571028411365,798.674113988876
100,0.4,0.194316589953972,0.282369421652992,282.643477201462
150,0.4,0.271908763505402,0.368547418967587,337.261077165604
200,0.4,0.37902741644987,0.491094656794076,401.216185808182
250,0.4,0.452690538107621,0.548309661932387,460.953728914261
300,0.4,0.5336,0.624,503.253181695938
350,0.4,0.618123624724945,0.690538107621524,571.058055639267
400,0.4,0.679,0.765,626.835062980652
450,0.4,0.7202,0.7928,683.105938434601
500,0.4,0.7682,0.843,750.530557155609
550,0.4,0.816163232646529,0.872374474894979,803.99849152565
100,0.6,0.195517310386232,0.233740244146488,282.94864654541
150,0.6,0.273218574859888,0.305044035228183,336.446741104126
200,0.6,0.375550220088035,0.412364945978391,398.864651203156
250,0.6,0.455691138227646,0.468093618723745,455.067449808121
300,0.6,0.527105421084217,0.540108021604321,506.102066040039
350,0.6,0.618371022613568,0.609565739443666,566.082034826279
400,0.6,0.681336267253451,0.67993598719744,623.067583084106
450,0.6,0.719287715086034,0.713685474189676,683.272602558136
500,0.6,0.769,0.7694,745.160072088242
550,0.6,0.814,0.7986,802.89608168602
