"datagen.params.rho","tau.min","tau.max","elapsed.secs"
0,-0.00120310662052058,0.00186397239274625,149.501348018646
0.05,-0.00110129508067146,0.0356896676482245,148.317019462585
0.1,-0.00120764339845803,0.0722828923485042,150.81152176857
0.15,-0.00101298494380446,0.110384455689133,149.174184083939
0.2,-0.000257882657301495,0.149829846057543,147.454298734665
0.25,0.000219341752860264,0.190809509294912,150.915678024292
0.3,0.00110810369073132,0.233308663031614,150.97199344635
0.35,0.00304664869211727,0.277303522244335,150.876973390579
0.4,0.00638568158686011,0.322778116725893,148.589958667755
0.45,0.0118326952290268,0.36983798421284,150.300565958023
0.5,0.0204155713033925,0.418589853854049,148.470133304596
0.55,0.0333377648933471,0.468742017453217,148.594280719757
0.6,0.0522676516773494,0.520576997008515,150.427168130875
