"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.0812324929971989,0.0702280912364946,759.370082378387
150,0.0802160432086417,0.0712142428485697,749.365790843964
200,0.0802,0.0772,756.278839588165
250,0.078031212484994,0.0788315326130452,754.36071062088
300,0.0730146029205841,0.0734146829365873,745.312311649323
