"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.425485097019404,0.387277455491098,752.683774471283
150,0.426885377075415,0.400480096019204,747.5011241436
200,0.4248,0.38,751.647895336151
250,0.41156462585034,0.385754301720688,753.310204744339
300,0.4172,0.3934,750.417892217636
