"n4","power.diff.eos.means","power.diff.AUC","elapsed.secs"
100,0.891778355671134,0.906781356271254,747.128692150116
150,0.886377275455091,0.912182436487297,746.187253952026
200,0.8946,0.9082,750.374629974365
250,0.895558223289316,0.909363745498199,752.808123826981
300,0.8948,0.9014,750.816354990005
